District,Chart,Instrument,Var_name,Variable,Section,Link_to_District,Type,Matrix_prompt,Item_text,Value,ResponseCategory,SubPopVar,SubPopVal,UnweightedCnt,Item_N,Flag_Row,Flag_Item,WeightedCntEstimate,WeightedCntSTDError,WeightedCntCILowerBound,WeightedCntCIUpperBound,WeightedPctEstimate,WeightedPctSTDError,WeightedPctCILowerBound,WeightedPctCIUpperBound,WeightedMean,WeightedMeanSE,WeightedMeanCILowerBound,WeightedMeanCIUpperBound,WeightedMedian
Boston,A2_2,Principal,A2_2b,A_Page_A2_2_b_A2_2,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"Which of the following Mathematics resources from your district do you need in your school, when compared to what you have now?",Formative or diagnostic assessments aligned to the state standards,1,"Resource is available - Compared to what I have now, I need: Less",District Name,Boston,3,31,N,N,8.12,3.73,0.66,15.58,9.68,4.3,3.99,21.65,,,,,
Boston,A2_2,Principal,A2_2b,A_Page_A2_2_b_A2_2,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"Which of the following Mathematics resources from your district do you need in your school, when compared to what you have now?",Formative or diagnostic assessments aligned to the state standards,2,"Resource is available - Compared to what I have now, I need: Same Amount",District Name,Boston,19,31,N,N,51.43,6.56,38.32,64.55,61.29,6.59,47.78,73.26,,,,,
Boston,A2_2,Principal,A2_2b,A_Page_A2_2_b_A2_2,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"Which of the following Mathematics resources from your district do you need in your school, when compared to what you have now?",Formative or diagnostic assessments aligned to the state standards,3,"Resource is available - Compared to what I have now, I need: More",District Name,Boston,9,31,N,N,24.36,6.15,12.07,36.66,29.03,6,18.71,42.1,,,,,
Boston,A2_2,Principal,A2_2b,A_Page_A2_2_b_A2_2,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"Which of the following Mathematics resources from your district do you need in your school, when compared to what you have now?",Formative or diagnostic assessments aligned to the state standards,(missing),missing,District Name,Boston,7,31,N,N,18.95,5.58,7.79,30.11,,,,,,,,,
Boston,A2_2,Principal,A2_2b,A_Page_A2_2_b_A2_2,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"Which of the following Mathematics resources from your district do you need in your school, when compared to what you have now?",Formative or diagnostic assessments aligned to the state standards,,,District Name,Boston,,31,N,N,,,,,,,,,2.19,0.08,2.03,2.36,2
Boston,A2_3,Principal,A2_3a,A_A2_3_Page_A2_3_a_A2_3,STATE CURRICULUM FRAMEWORKS,A5b,Ordinal,"How much of the following Mathematics resources would you like in the future, compared to what you have now?",Curriculum resources aligned to the 2011 Mathematics Curriculum Framework,0,Resource is NOT available,District Name,Boston,1,31,N,N,2.71,2.16,0,7.02,3.23,2.59,0.73,13.13,,,,,
Boston,A2_3,Principal,A2_3a,A_A2_3_Page_A2_3_a_A2_3,STATE CURRICULUM FRAMEWORKS,A5b,Ordinal,"How much of the following Mathematics resources would you like in the future, compared to what you have now?",Curriculum resources aligned to the 2011 Mathematics Curriculum Framework,1,"Resource is available - Compared to what I have now, I need: Less",District Name,Boston,0,31,N,N,0,0,0,0,0,0,0,0,,,,,
Boston,A2_3,Principal,A2_3a,A_A2_3_Page_A2_3_a_A2_3,STATE CURRICULUM FRAMEWORKS,A5b,Ordinal,"How much of the following Mathematics resources would you like in the future, compared to what you have now?",Curriculum resources aligned to the 2011 Mathematics Curriculum Framework,2,"Resource is available - Compared to what I have now, I need: Same Amount",District Name,Boston,16,31,N,N,43.31,6.54,30.22,56.4,51.61,6.95,38.1,64.89,,,,,
Boston,A2_3,Principal,A2_3a,A_A2_3_Page_A2_3_a_A2_3,STATE CURRICULUM FRAMEWORKS,A5b,Ordinal,"How much of the following Mathematics resources would you like in the future, compared to what you have now?",Curriculum resources aligned to the 2011 Mathematics Curriculum Framework,3,"Resource is available - Compared to what I have now, I need: More",District Name,Boston,14,31,N,N,37.9,7.46,22.97,52.83,45.16,6.56,32.78,58.18,,,,,
Boston,A2_3,Principal,A2_3a,A_A2_3_Page_A2_3_a_A2_3,STATE CURRICULUM FRAMEWORKS,A5b,Ordinal,"How much of the following Mathematics resources would you like in the future, compared to what you have now?",Curriculum resources aligned to the 2011 Mathematics Curriculum Framework,(missing),missing,District Name,Boston,7,31,N,N,18.95,5.58,7.79,30.11,,,,,,,,,
Boston,A2_3,Principal,A2_3a,A_A2_3_Page_A2_3_a_A2_3,STATE CURRICULUM FRAMEWORKS,A5b,Ordinal,"How much of the following Mathematics resources would you like in the future, compared to what you have now?",Curriculum resources aligned to the 2011 Mathematics Curriculum Framework,,,District Name,Boston,,31,N,N,,,,,,,,,2.39,0.09,2.22,2.56,2
Boston,A2_3,Principal,A2_3b,A_A2_3_Page_A2_3_b_A2_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following Mathematics resources would you like in the future, compared to what you have now?",Information about how state standards change what students are expected to learn,0,Resource is NOT available,District Name,Boston,1,31,N,N,2.71,2.16,0,7.02,3.23,2.59,0.73,13.13,,,,,
Boston,A2_3,Principal,A2_3b,A_A2_3_Page_A2_3_b_A2_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following Mathematics resources would you like in the future, compared to what you have now?",Information about how state standards change what students are expected to learn,1,"Resource is available - Compared to what I have now, I need: Less",District Name,Boston,1,31,N,N,2.71,2.16,0,7.02,3.23,2.59,0.73,13.13,,,,,
Boston,A2_3,Principal,A2_3b,A_A2_3_Page_A2_3_b_A2_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following Mathematics resources would you like in the future, compared to what you have now?",Information about how state standards change what students are expected to learn,2,"Resource is available - Compared to what I have now, I need: Same Amount",District Name,Boston,14,31,N,N,37.9,6.11,25.67,50.13,45.16,6.82,32.34,58.66,,,,,
Boston,A2_3,Principal,A2_3b,A_A2_3_Page_A2_3_b_A2_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following Mathematics resources would you like in the future, compared to what you have now?",Information about how state standards change what students are expected to learn,3,"Resource is available - Compared to what I have now, I need: More",District Name,Boston,15,31,N,N,40.61,8.08,24.44,56.77,48.39,6.95,35.11,61.89,,,,,
Boston,A2_3,Principal,A2_3b,A_A2_3_Page_A2_3_b_A2_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following Mathematics resources would you like in the future, compared to what you have now?",Information about how state standards change what students are expected to learn,(missing),missing,District Name,Boston,7,31,N,N,18.95,5.58,7.79,30.11,,,,,,,,,
Boston,A2_3,Principal,A2_3b,A_A2_3_Page_A2_3_b_A2_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following Mathematics resources would you like in the future, compared to what you have now?",Information about how state standards change what students are expected to learn,,,District Name,Boston,,31,N,N,,,,,,,,,2.39,0.08,2.23,2.54,2
Boston,A2_3,Principal,A2_3c,A_A2_3_Page_A2_3_c_A2_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following Mathematics resources would you like in the future, compared to what you have now?",Information about how state standards change what is expected of teachers' instructional practice,0,Resource is NOT available,District Name,Boston,0,31,N,N,0,0,0,0,0,0,0,0,,,,,
Boston,A2_3,Principal,A2_3c,A_A2_3_Page_A2_3_c_A2_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following Mathematics resources would you like in the future, compared to what you have now?",Information about how state standards change what is expected of teachers' instructional practice,1,"Resource is available - Compared to what I have now, I need: Less",District Name,Boston,1,31,N,N,2.71,2.16,0,7.02,3.23,2.59,0.73,13.13,,,,,
Boston,A2_3,Principal,A2_3c,A_A2_3_Page_A2_3_c_A2_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following Mathematics resources would you like in the future, compared to what you have now?",Information about how state standards change what is expected of teachers' instructional practice,2,"Resource is available - Compared to what I have now, I need: Same Amount",District Name,Boston,14,31,N,N,37.9,6,25.9,49.89,45.16,6.82,32.34,58.66,,,,,
Boston,A2_3,Principal,A2_3c,A_A2_3_Page_A2_3_c_A2_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following Mathematics resources would you like in the future, compared to what you have now?",Information about how state standards change what is expected of teachers' instructional practice,3,"Resource is available - Compared to what I have now, I need: More",District Name,Boston,16,31,N,N,43.31,7.89,27.52,59.1,51.61,6.38,39.15,63.88,,,,,
Boston,A2_3,Principal,A2_3c,A_A2_3_Page_A2_3_c_A2_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following Mathematics resources would you like in the future, compared to what you have now?",Information about how state standards change what is expected of teachers' instructional practice,(missing),missing,District Name,Boston,7,31,N,N,18.95,5.58,7.79,30.11,,,,,,,,,
Boston,A2_3,Principal,A2_3c,A_A2_3_Page_A2_3_c_A2_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following Mathematics resources would you like in the future, compared to what you have now?",Information about how state standards change what is expected of teachers' instructional practice,,,District Name,Boston,,31,N,N,,,,,,,,,2.48,0.07,2.34,2.62,3
Boston,A2_3,Principal,A2_3d,A_A2_3_Page_A2_3_d_A2_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following Mathematics resources would you like in the future, compared to what you have now?",Guidance on how to embed students' social and emotional learning into the Mathematics school curriculum,0,Resource is NOT available,District Name,Boston,2,31,N,N,5.41,3,0,11.42,6.45,3.55,2.2,17.42,,,,,
Boston,A2_3,Principal,A2_3d,A_A2_3_Page_A2_3_d_A2_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following Mathematics resources would you like in the future, compared to what you have now?",Guidance on how to embed students' social and emotional learning into the Mathematics school curriculum,1,"Resource is available - Compared to what I have now, I need: Less",District Name,Boston,3,31,N,N,8.12,3.8,0.51,15.73,9.68,4.41,3.9,22.05,,,,,
Boston,A2_3,Principal,A2_3d,A_A2_3_Page_A2_3_d_A2_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following Mathematics resources would you like in the future, compared to what you have now?",Guidance on how to embed students' social and emotional learning into the Mathematics school curriculum,2,"Resource is available - Compared to what I have now, I need: Same Amount",District Name,Boston,8,31,N,N,21.66,5.22,11.22,32.1,25.81,5.61,16.32,38.28,,,,,
Boston,A2_3,Principal,A2_3d,A_A2_3_Page_A2_3_d_A2_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following Mathematics resources would you like in the future, compared to what you have now?",Guidance on how to embed students' social and emotional learning into the Mathematics school curriculum,3,"Resource is available - Compared to what I have now, I need: More",District Name,Boston,18,31,N,N,48.73,7.79,33.14,64.32,58.06,7.25,43.5,71.35,,,,,
Boston,A2_3,Principal,A2_3d,A_A2_3_Page_A2_3_d_A2_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following Mathematics resources would you like in the future, compared to what you have now?",Guidance on how to embed students' social and emotional learning into the Mathematics school curriculum,(missing),missing,District Name,Boston,7,31,N,N,18.95,5.58,7.79,30.11,,,,,,,,,
Boston,A2_3,Principal,A2_3d,A_A2_3_Page_A2_3_d_A2_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following Mathematics resources would you like in the future, compared to what you have now?",Guidance on how to embed students' social and emotional learning into the Mathematics school curriculum,,,District Name,Boston,,31,N,N,,,,,,,,,2.35,0.14,2.08,2.63,3
Boston,A2_3,Principal,A2_3e,A_A2_3_Page_A2_3_e_A2_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following Mathematics resources would you like in the future, compared to what you have now?",Professional development for teachers on the state standards,0,Resource is NOT available,District Name,Boston,0,31,N,N,0,0,0,0,0,0,0,0,,,,,
Boston,A2_3,Principal,A2_3e,A_A2_3_Page_A2_3_e_A2_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following Mathematics resources would you like in the future, compared to what you have now?",Professional development for teachers on the state standards,1,"Resource is available - Compared to what I have now, I need: Less",District Name,Boston,2,31,N,N,5.41,3.02,0,11.45,6.45,3.63,2.16,17.73,,,,,
Boston,A2_3,Principal,A2_3e,A_A2_3_Page_A2_3_e_A2_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following Mathematics resources would you like in the future, compared to what you have now?",Professional development for teachers on the state standards,2,"Resource is available - Compared to what I have now, I need: Same Amount",District Name,Boston,14,31,N,N,37.9,6.11,25.68,50.12,45.16,6.37,33.11,57.81,,,,,
Boston,A2_3,Principal,A2_3e,A_A2_3_Page_A2_3_e_A2_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following Mathematics resources would you like in the future, compared to what you have now?",Professional development for teachers on the state standards,3,"Resource is available - Compared to what I have now, I need: More",District Name,Boston,15,31,N,N,40.61,7.66,25.28,55.94,48.39,6.92,35.17,61.83,,,,,
Boston,A2_3,Principal,A2_3e,A_A2_3_Page_A2_3_e_A2_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following Mathematics resources would you like in the future, compared to what you have now?",Professional development for teachers on the state standards,(missing),missing,District Name,Boston,7,31,N,N,18.95,5.58,7.79,30.11,,,,,,,,,
Boston,A2_3,Principal,A2_3e,A_A2_3_Page_A2_3_e_A2_3,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,"How much of the following Mathematics resources would you like in the future, compared to what you have now?",Professional development for teachers on the state standards,,,District Name,Boston,,31,N,N,,,,,,,,,2.42,0.09,2.24,2.6,2
Boston,A2_4,Principal,A2_4a,A_Page_A2_4_a_A2_4,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate the degree to which you think the following district or school resources are aligned to the 2011 Mathematics Curriculum Framework.,District-wide summative assessments,1,Not At All Aligned,District Name,Boston,1,27,N,N,2.71,2.16,0,7.02,3.7,2.98,0.84,14.94,,,,,
Boston,A2_4,Principal,A2_4a,A_Page_A2_4_a_A2_4,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate the degree to which you think the following district or school resources are aligned to the 2011 Mathematics Curriculum Framework.,District-wide summative assessments,2,Somewhat Aligned,District Name,Boston,5,27,N,N,13.54,4.9,3.73,23.34,18.52,5.91,9.57,32.8,,,,,
Boston,A2_4,Principal,A2_4a,A_Page_A2_4_a_A2_4,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate the degree to which you think the following district or school resources are aligned to the 2011 Mathematics Curriculum Framework.,District-wide summative assessments,3,Aligned,District Name,Boston,17,27,N,N,46.02,6.55,32.92,59.12,62.96,6.64,49.2,74.9,,,,,
Boston,A2_4,Principal,A2_4a,A_Page_A2_4_a_A2_4,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate the degree to which you think the following district or school resources are aligned to the 2011 Mathematics Curriculum Framework.,District-wide summative assessments,4,Strongly Aligned,District Name,Boston,4,27,N,N,10.83,4.17,2.48,19.18,14.81,5.46,6.98,28.73,,,,,
Boston,A2_4,Principal,A2_4a,A_Page_A2_4_a_A2_4,STATE CURRICULUM FRAMEWORKS,N/A,Ordinal,Please indicate the degree to which you think the following district or school resources are aligned to the 2011 Mathematics Curriculum Framework.,District-wide summative assessments,(missing),missing,District Name,Boston,7,27,N,N,18.95,5.58,7.79,30.11,,,,,,,,,
