School Year,State,Exit Code,Disability,Age 14,Age 15,Age 16,Age 17,Age 18,Age 19,Age 20,Age 21,Age 14 to 21 total,Hispanic/Latino,American Indian or Alaska Native,Asian,Black or African American,Native Hawaiian or Other Pacific Islander,White,Two or more races,Male,Female,Limited English proficiency,Non-limited English proficiency
2013-2014,KANSAS,Graduated with regular high school diploma,Intellectual disability,0,0,0,57,93,32,49,37,268,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,"Moved, known to be continuing",Intellectual disability,36,41,45,31,13,4,0,0,170,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Reached maximum age,Intellectual disability,-,-,-,-,-,-,3,8,11,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Received a certificate,Intellectual disability,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Total exiting school,Intellectual disability,0,2,4,66,97,33,55,46,303,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Total exiting special education,Intellectual disability,36,46,50,103,111,39,55,46,486,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Transferred to regular education,Intellectual disability,0,3,1,6,1,2,0,0,13,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Died,Multiple disabilities,1,2,1,0,0,0,0,0,4,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Dropped out,Multiple disabilities,0,3,7,11,9,1,2,0,33,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Graduated with a regular high school diploma and received a certificate,Multiple disabilities,0,0,0,68,82,24,24,21,219,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Graduated with regular high school diploma,Multiple disabilities,0,0,0,68,82,24,24,21,219,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,"Moved, known to be continuing",Multiple disabilities,42,57,53,43,7,3,5,0,210,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Reached maximum age,Multiple disabilities,-,-,-,-,-,-,7,6,13,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Received a certificate,Multiple disabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Total exiting school,Multiple disabilities,1,5,8,79,91,25,33,27,269,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Total exiting special education,Multiple disabilities,50,66,67,128,105,30,38,27,511,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Transferred to regular education,Multiple disabilities,7,4,6,6,7,2,0,0,32,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Died,Orthopedic impairment,0,0,0,0,1,1,0,0,2,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Dropped out,Orthopedic impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Graduated with a regular high school diploma and received a certificate,Orthopedic impairment,0,0,0,3,5,1,1,0,10,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Graduated with regular high school diploma,Orthopedic impairment,0,0,0,3,5,1,1,0,10,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,"Moved, known to be continuing",Orthopedic impairment,0,1,1,0,0,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Reached maximum age,Orthopedic impairment,-,-,-,-,-,-,1,0,1,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Received a certificate,Orthopedic impairment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Total exiting school,Orthopedic impairment,0,0,0,3,6,2,2,0,13,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Total exiting special education,Orthopedic impairment,2,1,1,3,6,2,2,0,17,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Transferred to regular education,Orthopedic impairment,2,0,0,0,0,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Died,Other health impairment,0,0,1,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Dropped out,Other health impairment,5,9,15,30,23,7,1,1,91,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Graduated with a regular high school diploma and received a certificate,Other health impairment,0,0,0,254,234,31,15,5,539,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Graduated with regular high school diploma,Other health impairment,0,0,0,254,234,31,15,5,539,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,"Moved, known to be continuing",Other health impairment,96,116,91,61,23,1,1,0,389,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Reached maximum age,Other health impairment,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Received a certificate,Other health impairment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Total exiting school,Other health impairment,5,9,16,284,257,38,16,6,631,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Total exiting special education,Other health impairment,117,143,133,389,302,42,17,6,1149,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Transferred to regular education,Other health impairment,16,18,26,44,22,3,0,0,129,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Died,Specific learning disability,1,0,0,0,1,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Dropped out,Specific learning disability,13,30,54,110,95,18,5,3,328,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Graduated with a regular high school diploma and received a certificate,Specific learning disability,0,0,4,799,747,92,11,2,1655,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Graduated with regular high school diploma,Specific learning disability,0,0,4,799,747,92,11,2,1655,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,"Moved, known to be continuing",Specific learning disability,305,288,221,149,36,4,0,0,1003,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Reached maximum age,Specific learning disability,-,-,-,-,-,-,1,0,1,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Received a certificate,Specific learning disability,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Total exiting school,Specific learning disability,14,30,58,909,843,110,17,5,1986,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Total exiting special education,Specific learning disability,408,402,373,1151,954,127,20,5,3440,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Transferred to regular education,Specific learning disability,89,84,94,93,75,13,3,0,451,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Died,Speech or language impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Dropped out,Speech or language impairment,0,0,1,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Graduated with a regular high school diploma and received a certificate,Speech or language impairment,0,0,0,16,15,3,0,0,34,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Graduated with regular high school diploma,Speech or language impairment,0,0,0,16,15,3,0,0,34,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,"Moved, known to be continuing",Speech or language impairment,10,5,1,0,0,0,0,0,16,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Reached maximum age,Speech or language impairment,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Received a certificate,Speech or language impairment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Total exiting school,Speech or language impairment,0,0,1,16,15,3,0,0,35,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Total exiting special education,Speech or language impairment,45,27,8,23,17,3,0,0,123,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Transferred to regular education,Speech or language impairment,35,22,6,7,2,0,0,0,72,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Died,Traumatic brain injury,0,0,1,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Dropped out,Traumatic brain injury,0,0,0,0,0,1,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Graduated with a regular high school diploma and received a certificate,Traumatic brain injury,0,0,0,3,13,4,2,1,23,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Graduated with regular high school diploma,Traumatic brain injury,0,0,0,3,13,4,2,1,23,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,"Moved, known to be continuing",Traumatic brain injury,4,0,0,3,0,0,0,0,7,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Reached maximum age,Traumatic brain injury,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Received a certificate,Traumatic brain injury,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Total exiting school,Traumatic brain injury,0,0,1,3,13,5,2,1,25,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Total exiting special education,Traumatic brain injury,4,1,2,6,13,5,2,1,34,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Transferred to regular education,Traumatic brain injury,0,1,1,0,0,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Died,Visual impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Dropped out,Visual impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Graduated with a regular high school diploma and received a certificate,Visual impairment,0,0,0,3,3,0,1,1,8,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Graduated with regular high school diploma,Visual impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,"Moved, known to be continuing",Visual impairment,3,2,0,0,1,0,0,0,6,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Reached maximum age,Visual impairment,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Received a certificate,Visual impairment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Total exiting school,Visual impairment,0,0,0,3,3,0,1,1,8,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Total exiting special education,Visual impairment,3,5,0,4,4,0,1,2,19,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KANSAS,Transferred to regular education,Visual impairment,0,3,0,1,0,0,0,1,5,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Died,All Disabilities,4,3,5,5,4,1,1,0,23,0,0,0,5,0,17,1,15,8,0,23
2013-2014,KENTUCKY,Dropped out,All Disabilities,11,33,78,151,178,42,7,1,501,7,0,0,113,0,371,10,358,143,5,496
2013-2014,KENTUCKY,Graduated with a regular high school diploma and received a certificate,All Disabilities,0,0,14,1258,1735,341,135,38,3521,78,6,6,481,0,2898,52,2458,1063,49,3472
2013-2014,KENTUCKY,Graduated with regular high school diploma,All Disabilities,0,0,14,1192,1632,272,21,1,3132,69,5,6,420,0,2584,48,2211,921,46,3086
2013-2014,KENTUCKY,"Moved, known to be continuing",All Disabilities,636,691,699,543,261,42,3,2,2877,80,8,3,381,3,2315,87,1987,890,25,2852
2013-2014,KENTUCKY,Reached maximum age,All Disabilities,-,-,-,-,-,-,46,17,63,0,0,1,6,1,55,0,34,29,0,63
2013-2014,KENTUCKY,Received a certificate,All Disabilities,0,0,0,66,103,69,114,37,389,9,1,0,61,0,314,4,247,142,3,386
2013-2014,KENTUCKY,Total exiting school,All Disabilities,15,36,97,1414,1917,384,189,56,4108,85,6,7,605,1,3341,63,2865,1243,54,4054
2013-2014,KENTUCKY,Total exiting special education,All Disabilities,878,878,904,2042,2254,438,192,58,7644,179,16,11,1059,4,6211,164,x,x,89,7555
2013-2014,KENTUCKY,Transferred to regular education,All Disabilities,227,151,108,85,76,12,0,0,659,14,2,1,73,0,555,14,x,x,10,649
2013-2014,KENTUCKY,Died,Autism,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Dropped out,Autism,0,2,2,2,2,0,1,0,9,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Graduated with a regular high school diploma and received a certificate,Autism,0,0,3,79,67,21,23,8,201,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Graduated with regular high school diploma,Autism,0,0,3,69,58,14,1,0,145,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,"Moved, known to be continuing",Autism,21,28,20,9,6,1,0,0,85,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Reached maximum age,Autism,-,-,-,-,-,-,8,4,12,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Received a certificate,Autism,0,0,0,10,9,7,22,8,56,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Total exiting school,Autism,0,2,5,81,69,21,32,12,222,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Total exiting special education,Autism,30,35,26,94,75,23,32,12,327,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Transferred to regular education,Autism,9,5,1,4,0,1,0,0,20,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Died,Deaf-blindness,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Dropped out,Deaf-blindness,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Graduated with a regular high school diploma and received a certificate,Deaf-blindness,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Graduated with regular high school diploma,Deaf-blindness,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,"Moved, known to be continuing",Deaf-blindness,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Reached maximum age,Deaf-blindness,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Received a certificate,Deaf-blindness,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Total exiting school,Deaf-blindness,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Total exiting special education,Deaf-blindness,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Transferred to regular education,Deaf-blindness,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Died,Emotional disturbance,0,1,3,1,0,0,0,0,5,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Dropped out,Emotional disturbance,5,7,18,34,34,6,1,0,105,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Graduated with a regular high school diploma and received a certificate,Emotional disturbance,0,0,8,147,109,22,2,0,288,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Graduated with regular high school diploma,Emotional disturbance,0,0,8,146,107,22,2,0,285,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,"Moved, known to be continuing",Emotional disturbance,143,136,147,142,49,2,0,0,619,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Reached maximum age,Emotional disturbance,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Received a certificate,Emotional disturbance,0,0,0,1,2,0,0,0,3,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Total exiting school,Emotional disturbance,5,8,29,182,143,28,3,0,398,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Total exiting special education,Emotional disturbance,162,151,188,335,197,30,3,0,1066,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Transferred to regular education,Emotional disturbance,14,7,12,11,5,0,0,0,49,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Died,Hearing impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Dropped out,Hearing impairment,1,0,0,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Graduated with a regular high school diploma and received a certificate,Hearing impairment,0,0,1,8,23,1,1,0,34,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Graduated with regular high school diploma,Hearing impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,"Moved, known to be continuing",Hearing impairment,5,4,2,1,0,0,0,0,12,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Reached maximum age,Hearing impairment,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Received a certificate,Hearing impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Total exiting school,Hearing impairment,1,0,1,8,23,1,1,0,35,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Total exiting special education,Hearing impairment,10,7,4,10,23,1,1,0,56,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Transferred to regular education,Hearing impairment,4,3,1,1,0,0,0,0,9,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Died,Intellectual disability,0,0,1,0,1,1,0,0,3,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Dropped out,Intellectual disability,2,6,19,48,53,10,1,1,140,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Graduated with a regular high school diploma and received a certificate,Intellectual disability,0,0,0,253,498,133,62,23,969,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Graduated with regular high school diploma,Intellectual disability,0,0,0,208,427,79,3,0,717,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,"Moved, known to be continuing",Intellectual disability,136,152,165,137,71,18,0,2,681,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Reached maximum age,Intellectual disability,-,-,-,-,-,-,27,5,32,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Received a certificate,Intellectual disability,0,0,0,45,71,54,59,23,252,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Total exiting school,Intellectual disability,2,6,20,301,552,144,90,29,1144,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Total exiting special education,Intellectual disability,156,165,191,448,632,164,90,31,1877,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Transferred to regular education,Intellectual disability,18,7,6,10,9,2,0,0,52,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Died,Multiple disabilities,1,1,0,1,2,0,1,0,6,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Dropped out,Multiple disabilities,1,2,4,5,6,0,0,0,18,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Graduated with a regular high school diploma and received a certificate,Multiple disabilities,0,0,0,24,41,9,33,6,113,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Graduated with regular high school diploma,Multiple disabilities,0,0,0,16,25,2,3,0,46,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,"Moved, known to be continuing",Multiple disabilities,23,25,19,16,11,2,1,0,97,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Reached maximum age,Multiple disabilities,-,-,-,-,-,-,9,8,17,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Received a certificate,Multiple disabilities,0,0,0,8,16,7,30,6,67,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Total exiting school,Multiple disabilities,2,3,4,30,49,9,43,14,154,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Total exiting special education,Multiple disabilities,25,29,23,46,60,11,44,14,252,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Transferred to regular education,Multiple disabilities,0,1,0,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Died,Orthopedic impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Dropped out,Orthopedic impairment,0,1,0,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Graduated with a regular high school diploma and received a certificate,Orthopedic impairment,0,0,0,12,17,3,0,0,32,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Graduated with regular high school diploma,Orthopedic impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,"Moved, known to be continuing",Orthopedic impairment,2,2,2,2,1,0,0,0,9,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Reached maximum age,Orthopedic impairment,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Received a certificate,Orthopedic impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Total exiting school,Orthopedic impairment,0,1,0,12,17,3,0,0,33,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Total exiting special education,Orthopedic impairment,2,3,3,14,18,3,0,0,43,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Transferred to regular education,Orthopedic impairment,0,0,1,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Died,Other health impairment,2,0,1,1,0,0,0,0,4,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Dropped out,Other health impairment,2,7,18,28,44,10,3,0,112,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Graduated with a regular high school diploma and received a certificate,Other health impairment,0,0,1,416,435,57,3,1,913,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Graduated with regular high school diploma,Other health impairment,0,0,1,415,433,56,3,1,909,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,"Moved, known to be continuing",Other health impairment,137,180,193,135,66,6,2,0,719,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Reached maximum age,Other health impairment,-,-,-,-,-,-,1,0,1,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Received a certificate,Other health impairment,0,0,0,1,2,1,0,0,4,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Total exiting school,Other health impairment,4,7,20,445,479,67,7,1,1030,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Total exiting special education,Other health impairment,192,226,246,606,579,75,9,1,1934,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Transferred to regular education,Other health impairment,51,39,33,26,34,2,0,0,185,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Died,Specific learning disability,1,1,0,2,1,0,0,0,5,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Dropped out,Specific learning disability,0,8,17,32,38,13,1,0,109,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Graduated with a regular high school diploma and received a certificate,Specific learning disability,0,0,1,290,506,92,6,0,895,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Graduated with regular high school diploma,Specific learning disability,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,"Moved, known to be continuing",Specific learning disability,132,147,132,99,51,12,0,0,573,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Reached maximum age,Specific learning disability,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Received a certificate,Specific learning disability,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Total exiting school,Specific learning disability,1,9,18,324,545,105,7,0,1009,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Total exiting special education,Specific learning disability,184,203,188,444,620,123,7,0,1769,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Transferred to regular education,Specific learning disability,51,47,38,21,24,6,0,0,187,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Died,Speech or language impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Dropped out,Speech or language impairment,0,0,0,0,1,2,0,0,3,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Graduated with a regular high school diploma and received a certificate,Speech or language impairment,0,0,0,9,13,2,2,0,26,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Graduated with regular high school diploma,Speech or language impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,"Moved, known to be continuing",Speech or language impairment,29,16,14,1,2,0,0,0,62,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Reached maximum age,Speech or language impairment,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Received a certificate,Speech or language impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Total exiting school,Speech or language impairment,0,0,0,9,14,4,2,0,29,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Total exiting special education,Speech or language impairment,108,57,29,21,20,5,2,0,242,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Transferred to regular education,Speech or language impairment,79,41,15,11,4,1,0,0,151,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Died,Traumatic brain injury,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Dropped out,Traumatic brain injury,0,0,0,1,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Graduated with a regular high school diploma and received a certificate,Traumatic brain injury,0,0,0,6,10,0,2,0,18,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Graduated with regular high school diploma,Traumatic brain injury,0,0,0,5,9,0,0,0,14,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,"Moved, known to be continuing",Traumatic brain injury,1,0,2,0,0,0,0,0,3,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Reached maximum age,Traumatic brain injury,-,-,-,-,-,-,1,0,1,-,-,-,-,-,-,-,-,-,-,-
2013-2014,KENTUCKY,Received a certificate,Traumatic brain injury,0,0,0,1,1,0,2,0,4,-,-,-,-,-,-,-,-,-,-,-
